EmployeeID,Name,Department,JobRole,Gender,Age,YearsAtCompany,MonthlySalary,PerformanceRating,WorkLifeBalanceScore,AttritionRisk,Attrition_Prob,Risk_Level,gaps_count,weighted_gap_score,coverage_pct,Top_Skill_Gap,Rec_Priority,Recommended_Tools
448,William Chavez,It,Tester,Male,58,5,94497,4,-1.43,No,0.0014,LOW,7,26.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
449,Angela Rodriguez,Finance,Accountant,Female,57,3,42163,3,8.83,No,0.0009,LOW,7,25.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
450,John White,It,Developer,Male,60,5,46869,2,2.9,Yes,0.9978,HIGH,7,22.12,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
451,Juan Hardy,Support,Helpdesk,Female,45,9,77555,4,-0.17,No,0.0018,LOW,7,26.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
452,Elizabeth Foley,Support,Support Engineer,Male,34,2,33685,3,0.57,No,0.0015,LOW,6,23.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
453,Raven Williams,It,Engineer,Male,53,3,152409,4,5.23,No,0.0008,LOW,7,23.13,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
454,Miss Shannon Turner,It,Engineer,Other,43,4,110233,4,6.03,No,0.0008,LOW,7,24.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
455,Grace Cruz,It,Developer,Female,43,4,111332,3,6.07,No,0.0009,LOW,5,15.37,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
456,Robert Morrow,Marketing,Content Lead,Male,46,3,141468,3,0.87,No,0.0021,LOW,5,16.13,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
457,Aaron Davis,Support,Helpdesk,Male,48,7,88349,3,1.1,No,0.0015,LOW,5,17.0,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
458,Trevor Williams,Hr,Hr Executive,Female,47,11,119643,4,6.63,No,0.0011,LOW,7,24.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
459,Albert Chavez,Sales,Account Manager,Other,32,3,161632,1,5.97,No,0.0065,LOW,5,19.24,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
460,Nichole Fitzgerald,Marketing,Seo Analyst,Male,34,2,53266,4,2.73,No,0.0009,LOW,7,23.63,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
461,Chelsey Roberts,Finance,Accountant,Other,60,15,67827,2,0.57,Yes,0.9986,HIGH,5,17.13,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
462,Brian Rice,Support,Support Engineer,Female,27,4,116235,3,4.93,No,0.0041,LOW,6,22.49,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
463,Jo Warren,Finance,Accountant,Female,58,13,35093,4,6.17,No,0.0011,LOW,7,24.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
464,Cynthia Clark,Sales,Account Manager,Female,60,14,155870,3,5.63,No,0.0012,LOW,7,24.12,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
465,Mary Hudson,Support,Helpdesk,Other,32,2,140627,4,0.2,No,0.0015,LOW,7,24.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
466,Jacqueline Knight,It,Developer,Female,28,2,93057,4,6.5,No,0.0009,LOW,5,14.37,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
467,Sydney Sweeney,Finance,Auditor,Female,25,11,107898,3,6.07,No,0.0013,LOW,7,22.14,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
468,Deborah Harris,Hr,Hr Executive,Male,59,9,169457,2,0.2,Yes,0.9982,HIGH,5,17.25,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
469,Samantha Curtis,Finance,Auditor,Female,40,5,173633,3,1.9,No,0.0017,LOW,7,20.76,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
470,Brett Armstrong,Hr,Hr Executive,Male,60,14,92312,1,-0.63,Yes,0.9987,HIGH,7,26.49,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
471,David Zamora,Hr,Hr Manager,Female,22,8,35152,3,7.8,No,0.0009,LOW,5,19.37,0.5,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
472,Gregory Contreras,Finance,Accountant,Male,37,5,162437,2,0.6,Yes,0.9983,HIGH,5,18.12,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
473,Brian Peterson,It,Engineer,Other,44,13,129971,4,-0.43,No,0.0021,LOW,6,20.37,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
474,Frank Ross,Finance,Auditor,Male,54,9,175948,2,-0.83,Yes,0.9983,HIGH,7,23.64,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
475,Kelsey Moore,Sales,Account Manager,Male,35,4,162702,3,5.27,No,0.001,LOW,5,17.25,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
476,Louis Davis,Hr,Hr Manager,Male,24,5,76735,4,3.43,No,0.0008,LOW,6,21.63,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
477,Daniel Ruiz,Sales,Sales Executive,Other,49,14,64651,4,5.93,No,0.0013,LOW,6,21.49,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
478,Lauren Preston,Marketing,Content Lead,Other,55,15,94382,4,9.1,No,0.0012,LOW,5,19.36,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
479,Shawn Grant,It,Tester,Other,56,5,140237,3,5.63,No,0.0012,LOW,5,17.25,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
480,Pamela Castro,Support,Helpdesk,Other,51,14,77476,4,7.2,No,0.0013,LOW,6,20.13,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
481,Brian Thompson,It,Developer,Female,21,2,36213,3,4.83,No,0.0008,LOW,5,15.49,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
482,Anthony Jennings,Support,Support Engineer,Other,43,8,60868,3,2.4,No,0.0017,LOW,6,21.13,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
483,Jennifer Fernandez,It,Tester,Other,52,6,42425,2,-0.97,Yes,0.9981,HIGH,6,20.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
484,Mary Patterson,Sales,Sales Executive,Other,31,4,171672,3,6.27,No,0.0009,LOW,6,20.37,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
485,Antonio Johnson,Sales,Sales Executive,Female,47,7,64927,5,0.1,No,0.0015,LOW,7,26.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
486,Thomas Gomez,Sales,Sales Executive,Female,59,7,51461,3,2.87,No,0.0009,LOW,7,25.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
487,Stephanie Ryan,It,Developer,Male,33,11,31689,4,7.17,No,0.0012,LOW,5,15.12,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
488,Lydia Thomas,Finance,Auditor,Other,39,15,151142,4,1.87,No,0.0023,LOW,7,21.38,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
489,Jonathan Green,Finance,Accountant,Male,47,15,44069,3,4.43,No,0.0017,LOW,5,19.37,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
490,Cheryl Jimenez,Hr,Hr Manager,Other,57,7,178046,4,3.67,No,0.0015,LOW,5,17.25,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
491,Kendra Grant,Sales,Account Manager,Female,51,4,109973,3,6.8,No,0.0008,LOW,6,21.13,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
492,Crystal Conway,Marketing,Seo Analyst,Male,34,3,56917,3,5.97,No,0.0009,LOW,5,17.63,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
493,Nancy Bell,It,Tester,Other,59,10,89449,5,7.2,No,0.0012,LOW,5,16.13,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
494,Katrina Thomas,Hr,Hr Manager,Female,53,6,152708,3,1.57,No,0.0015,LOW,6,24.5,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
495,Sean Nash,It,Developer,Male,38,4,56333,4,4.33,No,0.0009,LOW,5,15.0,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
496,Mrs. Jessica Johnson,It,Developer,Other,25,12,127673,3,6.93,No,0.0011,LOW,5,16.0,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
497,Rhonda Torres,Finance,Auditor,Other,47,6,107623,3,7.3,No,0.0009,LOW,7,23.76,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
498,Patricia Fisher,Finance,Accountant,Male,44,4,90850,2,3.07,Yes,0.9976,HIGH,6,22.24,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
499,Dorothy Hartman,Sales,Account Manager,Other,52,7,138568,3,4.5,No,0.0015,LOW,7,23.13,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
500,David Rhodes,Marketing,Content Lead,Male,40,8,77261,4,4.1,No,0.0008,LOW,5,16.01,0.5,Writing,Critical,N/A (V2 requires sentence-transformers with valid GPU)
